OSEBuildingID,CouncilDistrictCode,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),NumberofFloors,YearBuilt,Longitude,BuildingType,PrimaryPropertyType,Neighborhood,DefaultData,Latitude,ComplianceStatus,NumberofBuildings,TotalGHGEmissions,ListOfAllPropertyUseTypes,LargestPropertyUseTypeGFA,LargestPropertyUseType,ENERGYSTARScore,Electricity,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu)
1,7.0,88434.0,0.0,88434.0,12.0,1927.0,-122.33799371999999,NonResidential,Hotel,DOWNTOWN,No,47.612195125,Compliant,1.0,249.70499999999998,Hotel,88434.0,Hotel,62.5,0.5371832446431414,0.1793974228434745,0.2834299956773715,0.0,7103895.25
2,7.0,103566.0,15064.0,88502.0,11.0,1996.0,-122.33364378,NonResidential,Hotel,DOWNTOWN,No,47.613137915,Compliant,1.0,279.685,"Hotel, Parking, Restaurant",83880.0,Hotel,56.0,0.4269615500214787,0.5730480664152934,0.0,0.0,8371084.0
8,7.0,147735.0,37230.0,110505.0,18.0,1980.0,-122.3406969,NonResidential,Hotel,DOWNTOWN,No,47.6137522,Compliant,1.0,506.355,"Hotel, Parking, Swimming Pool",123445.0,Hotel,71.0,0.39428206031335056,0.6057265598694973,0.0,0.0,14500852.5
9,7.0,97288.0,37198.0,60090.0,2.0,1999.0,-122.336667155,Nonresidential COS,Other,DOWNTOWN,No,47.61633445,Compliant,1.0,303.21500000000003,Police Station,88830.0,Police Station,,0.6065984771279196,0.39341407538133943,0.0,0.0,12069300.0
10,7.0,83008.0,0.0,83008.0,11.0,1926.0,-122.33278543,NonResidential,Hotel,DOWNTOWN,No,47.61400705,Compliant,1.0,192.3,Hotel,81352.0,Hotel,26.0,0.4571327788210716,0.5428764622174314,0.0,0.0,6005818.5
11,7.0,102761.0,0.0,102761.0,8.0,1926.0,-122.33133474499999,NonResidential,Other,DOWNTOWN,No,47.61308617,Compliant,1.0,210.75,Other - Entertainment/Public Assembly,102761.0,Other - Entertainment/Public Assembly,,0.6086580926581875,0.055034545127108064,0.33632056545058187,0.0,6362076.75
12,7.0,163984.0,0.0,163984.0,15.0,1904.0,-122.332591625,NonResidential,Hotel,DOWNTOWN,No,47.60276467,Compliant,1.0,361.885,Hotel,163984.0,Hotel,44.5,0.5559530463437364,0.4440584873473133,0.0,0.0,13178782.0
13,7.0,63712.0,1496.0,62216.0,6.0,1910.0,-122.33199443499998,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,No,47.60281208,Compliant,1.0,160.56,Multifamily Housing,56132.0,Multifamily Housing,1.5,0.5351010500154568,0.1894801314440507,0.27542942741672094,0.0,4580504.0
17,7.0,65009.0,0.0,65009.0,9.0,1928.0,-122.33328268,NonResidential,Hotel,DOWNTOWN,No,47.607044695,Compliant,1.0,331.55,Hotel,65009.0,Hotel,43.5,0.22069642705860643,0.5074710605448985,0.27183751117123567,0.0,6701642.25
19,7.0,79790.0,12600.0,67190.0,11.0,1922.0,-122.3323844,NonResidential,Hotel,DOWNTOWN,No,47.60758321,Compliant,1.0,498.82,"Hotel, Parking",67390.0,Hotel,24.5,0.3691163430113169,0.19873847358294947,0.4321530346885517,0.0,10730730.5
22,7.0,103911.0,0.0,103911.0,6.0,1930.0,-122.33279590999999,NonResidential,Other,DOWNTOWN,No,47.60545293,Compliant,1.0,422.475,"Fitness Center/Health Club/Gym, Office, Swimming Pool",90000.0,Fitness Center/Health Club/Gym,,0.4799843107330175,0.07707862340822473,0.4429478311672482,0.0,10148339.0
24,7.0,57452.0,0.0,57452.0,5.0,1907.0,-122.33161016,NonResidential,Mixed Use Property,DOWNTOWN,No,47.605337985000006,Compliant,1.0,269.26,"Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",16442.0,Social/Meeting Hall,,0.4996579864496952,0.26628534445177005,0.23406690083959927,0.0,7543926.25
25,7.0,104352.0,0.0,104352.0,10.0,1916.0,-122.3319988,NonResidential,Hotel,DOWNTOWN,No,47.603869495,Compliant,1.0,380.27,Hotel,104352.0,Hotel,61.0,0.427730820257204,0.20358094459247145,0.3686923463253873,0.0,8999860.0
28,2.0,56228.0,0.0,56228.0,2.0,1961.0,-122.26855714999999,SPS-District K-12,K-12 School,SOUTHEAST,Yes,47.54573068,Error - Correct Default Data,1.0,36.85,K-12 School,58618.0,K-12 School,95.5,0.6175013165144609,0.38251087575393733,0.0,0.0,1496850.25
29,4.0,88592.0,30586.0,58006.0,6.0,2001.0,-122.31747125,NonResidential,Hotel,NORTHEAST,No,47.659561405000005,Compliant,1.0,96.045,"Hotel, Parking",58006.0,Hotel,84.5,0.5992547658738362,0.40075762752224664,0.0,0.0,3772170.25
30,7.0,126593.0,0.0,126593.0,7.0,1928.0,-122.3366096,NonResidential,University,DOWNTOWN,No,47.618276664999996,Compliant,1.0,348.32000000000005,College/University,125000.0,College/University,,0.4367178082598814,0.5632911341497233,0.0,0.0,10567621.5
31,7.0,67224.0,0.0,67224.0,2.0,1930.0,-122.33060551,NonResidential,Other,DOWNTOWN,No,47.61495291,Compliant,1.0,9.405000000000001,Automobile Dealership,67224.0,Automobile Dealership,,1.0000212582385517,0.0,0.0,0.0,1349476.8125
32,7.0,158676.0,30301.0,128375.0,8.0,1991.0,-122.32926063,NonResidential,Hotel,EAST,No,47.613006389999995,Compliant,1.0,253.0,"Hotel, Parking, Retail Store, Swimming Pool",112676.0,Hotel,,0.10536974702055377,0.8946323984124368,0.0,0.0,5243696.75
33,7.0,171866.0,38281.0,133585.0,10.0,2001.0,-122.32985722500001,NonResidential,Hotel,DOWNTOWN,No,47.617954525,Compliant,1.0,324.18,Hotel,128909.0,Hotel,38.5,0.5149337940059472,0.48507707119891785,0.0,0.0,11044430.5
34,3.0,126351.0,0.0,126351.0,1.0,1955.0,-122.30542935,SPS-District K-12,K-12 School,Central,No,47.622876855,Missing Data,1.0,122.255,K-12 School,126351.0,K-12 School,57.0,0.3076613828628797,0.6923513494501073,0.0,0.0,3141613.0
35,7.0,68410.0,16200.0,52210.0,5.0,1978.0,-122.34191984,NonResidential,Hotel,DOWNTOWN,No,47.615725245,Compliant,1.0,127.005,Hotel,47994.0,Hotel,58.5,0.5253889604389788,0.47462166646843035,0.0,0.0,4399210.25
36,5.0,160645.0,0.0,160645.0,2.0,1949.0,-122.293400875,SPS-District K-12,K-12 School,NORTH,Yes,47.71002749,Error - Correct Default Data,1.0,265.275,K-12 School,164229.0,K-12 School,77.5,0.2777636894016602,0.7222417029148053,0.0,0.0,6583441.5
38,4.0,87262.0,0.0,87262.0,3.0,1906.0,-122.33145087,NonResidential,Small- and Mid-Sized Office,LAKE UNION,No,47.664007784999995,Compliant,1.0,153.57999999999998,"K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",40943.0,Office,,0.33269620282963636,0.6673106198367859,0.0,0.0,4067324.75
40,4.0,81871.0,0.0,81871.0,4.0,1994.0,-122.29927209499999,NonResidential,Hotel,NORTHEAST,No,47.665840965,Compliant,1.0,229.185,Hotel,81871.0,Hotel,24.5,0.44594834442270975,0.554061202483601,0.0,0.0,7044166.75
41,4.0,118375.0,0.0,118375.0,2.0,1955.0,-122.29605161500001,NonResidential,Self-Storage Facility,NORTHEAST,No,47.66221163,Compliant,1.0,3.8200000000000003,Self-Storage Facility,26225.0,Self-Storage Facility,77.0,0.886273514646439,0.11374438289622835,0.0,0.0,312542.90625
50,7.0,54986.0,0.0,54986.0,2.0,1990.0,-122.390560485,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,No,47.656986035,Compliant,1.0,30.125,K-12 School,54986.0,K-12 School,94.0,0.7560908121221471,0.2439251442406038,0.0,0.0,1652945.625
51,4.0,175565.0,0.0,175565.0,2.0,1950.0,-122.29445770000001,SPS-District K-12,K-12 School,NORTHEAST,Yes,47.682485185000004,Error - Correct Default Data,1.0,262.36,K-12 School,182861.0,K-12 School,88.0,0.2503983967429257,0.7496066323440064,0.0,0.0,6313273.25
52,6.0,94900.0,0.0,94900.0,2.0,1961.0,-122.38539605,NonResidential,Small- and Mid-Sized Office,BALLARD,No,47.665839815,Compliant,1.0,126.82,"Non-Refrigerated Warehouse, Office",55586.0,Office,57.0,0.7016403380305551,0.29837417508764796,0.0,0.0,6115157.25
53,2.0,52554.0,0.0,52554.0,2.0,1900.0,-122.31156643,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,No,47.58018474,Compliant,1.0,70.41499999999999,"Office, Other - Education",51029.0,Office,88.0,0.5513372940522062,0.4486726784036741,0.0,0.0,2544508.625
54,6.0,175015.0,0.0,175015.0,3.0,1954.0,-122.33584596,NonResidential,K-12 School,NORTHWEST,No,47.688929185,Compliant,1.0,249.785,K-12 School,175015.0,K-12 School,95.0,0.38181030381229053,0.6181975470659261,0.0,0.0,7037429.25
55,7.0,70586.0,0.0,70586.0,3.0,1911.0,-122.35112964,NonResidential,Self-Storage Facility,DOWNTOWN,No,47.61331017,Compliant,1.0,42.65,"Office, Self-Storage Facility, Vocational School",38439.0,Self-Storage Facility,,0.7217749717757266,0.27824035677432496,0.0,0.0,2152845.5
57,7.0,168115.0,0.0,168115.0,5.0,1973.0,-122.3364692,NonResidential,Large Office,DOWNTOWN,No,47.61116988,Compliant,1.0,65.355,"Data Center, Office, Retail Store",103431.5,Office,78.5,1.0000202666645048,0.0,0.0,0.0,9375001.0
58,7.0,57428.0,0.0,57428.0,2.0,1920.0,-122.33766349999999,NonResidential,Other,DOWNTOWN,No,47.610761775,Compliant,1.0,16.63,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",43182.0,Other - Mall,,0.5731607985492584,0.42683920145074167,0.0,0.0,623681.0
59,7.0,59400.0,0.0,59400.0,8.0,1910.0,-122.337949645,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,No,47.610473,Compliant,1.0,31.33,"Office, Retail Store",34947.0,Office,14.0,1.0000178016695964,0.0,0.0,0.0,4493960.5
61,7.0,48383.0,0.0,48383.0,4.0,1900.0,-122.3403842,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,No,47.60973588,Compliant,1.0,112.06,"Multifamily Housing, Retail Store",38172.0,Multifamily Housing,75.0,0.4905835363239832,0.19928738261587398,0.3101497356550452,0.0,2953338.0
62,7.0,98634.0,10043.0,88591.0,20.0,1930.0,-122.334369625,NonResidential,Hotel,DOWNTOWN,No,47.61231162,Compliant,1.0,68.495,"Hotel, Parking, Restaurant",83591.0,Hotel,58.5,0.8816299700480873,0.11839058879015049,0.0,0.0,5508579.75
65,7.0,71150.0,0.0,71150.0,7.0,1985.0,-122.34140275,NonResidential,Hotel,DOWNTOWN,No,47.609930465000005,Compliant,1.0,130.605,"Hotel, Parking, Restaurant, Retail Store",41340.0,Hotel,98.5,0.6061428720904298,0.3938692564828427,0.0,0.0,5194345.5
66,7.0,122810.0,0.0,122810.0,7.0,1908.0,-122.3409943,NonResidential,Hotel,DOWNTOWN,No,47.61155127,Compliant,1.0,218.55,"Hotel, Other - Entertainment/Public Assembly, Retail Store",88360.0,Hotel,99.0,0.24783134817844973,0.752173752821103,0.0,0.0,5244070.25
67,7.0,113173.0,42546.0,70627.0,5.0,1959.0,-122.34413825,NonResidential,Hotel,LAKE UNION,No,47.620116405,Compliant,1.0,132.76,"Hotel, Parking",70627.0,Hotel,86.0,0.5909087435591306,0.4091037654642802,0.0,0.0,5136292.25
68,7.0,150453.0,34735.0,115718.0,7.0,2000.0,-122.3427722,NonResidential,Hotel,LAKE UNION,No,47.6201609,Compliant,1.0,195.765,Hotel,107547.0,Hotel,83.5,0.5196185494750624,0.48039253842422197,0.0,0.0,6719036.5
69,7.0,116300.0,28200.0,88100.0,6.0,1997.0,-122.34317575,NonResidential,Hotel,LAKE UNION,No,47.620233479999996,Compliant,1.0,166.2,Hotel,88490.0,Hotel,82.0,0.542704035878037,0.45730723786633704,0.0,0.0,5920836.75
70,7.0,155602.0,36744.0,118858.0,6.0,1998.0,-122.35960005000001,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,No,47.62036794,Compliant,1.0,154.675,Hotel,155602.0,Hotel,81.0,0.6635575867790686,0.3364560110522009,0.0,0.0,6876096.5
73,3.0,56072.0,0.0,56072.0,3.0,1911.0,-122.30797315000001,NonResidential,K-12 School,EAST,No,47.63443766,Compliant,1.0,142.98000000000002,K-12 School,56072.0,K-12 School,76.5,0.17380496002049287,0.8261983908066549,0.0,0.0,3170858.875
77,7.0,122942.0,44891.0,78051.0,4.0,1999.0,-122.34456025,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,No,47.625086280000005,Compliant,1.0,170.565,"Hotel, Parking",78051.0,Hotel,94.0,0.4545260549847274,0.5454832722212911,0.0,0.0,5307055.5
82,3.0,54984.0,0.0,54984.0,2.0,1962.0,-122.30955205000001,NonResidential,Small- and Mid-Sized Office,CENTRAL,No,47.608320934999995,Compliant,1.0,86.745,Office,54984.0,Office,68.0,0.6045670687111129,0.39544601236481436,0.0,0.0,3440084.0
86,7.0,84103.0,20732.0,63371.0,6.0,2008.0,-122.33207785,NonResidential,Hotel,LAKE UNION,No,47.619894515,Compliant,1.0,70.55000000000001,"Hotel, Parking",63371.0,Hotel,71.0,0.7531983174613883,0.246817654729953,0.0,0.0,3842616.125
95,3.0,76631.0,0.0,76631.0,7.0,1908.0,-122.3268837,NonResidential,Hotel,EAST,No,47.60896894,Compliant,1.0,259.195,Hotel,76631.0,Hotel,47.5,0.37574700135842426,0.6242609002685967,0.0,0.0,7245343.25
98,7.0,58320.0,0.0,58320.0,2.0,1929.0,-122.33805,NonResidential,Retail Store,LAKE UNION,No,47.6223725,Compliant,1.0,39.375,Retail Store,72072.0,Retail Store,95.5,0.34753098164963053,0.6524757864685777,0.0,0.0,1061964.3125
100,7.0,316306.0,0.0,316306.0,5.0,2010.0,-122.33617623500001,NonResidential,Large Office,LAKE UNION,No,47.624261680000004,Compliant,1.0,134.94,"Office, Other, Parking, Retail Store",261826.0,Office,96.0,0.9352492486847069,0.06476979414516386,0.0,0.0,13548406.5
111,7.0,60696.0,0.0,60696.0,1.0,1928.0,-122.35036995,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,No,47.623915409999995,Compliant,1.0,6.28,Other,108000.0,Other,,1.0000209267655866,0.0,0.0,0.0,900461.65625
113,7.0,66240.0,2352.0,63888.0,2.0,1986.0,-122.34835584999999,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,No,47.6239175,Compliant,0.5,29.615000000000002,"Data Center, Distribution Center, Office, Parking, Retail Store",45900.0,Office,,1.0000212740357985,0.0,0.0,0.0,4248136.125
115,7.0,76213.0,25930.0,50283.0,4.0,1970.0,-122.35842345,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,No,47.62045724,Compliant,1.0,47.295,"Office, Other, Parking",48546.0,Office,70.0,0.8487258150742825,0.1512912209131717,0.0,0.0,3389882.75
116,7.0,107324.0,36934.0,70390.0,6.0,2002.0,-122.3570924,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,No,47.62292744,Compliant,1.0,145.41,"Hotel, Parking",59976.0,Hotel,54.0,0.5341596486389998,0.4658517541011325,0.0,0.0,5108421.25
117,4.0,50017.0,0.0,50017.0,4.0,1962.0,-122.31754725,NonResidential,Hotel,NORTHEAST,No,47.65773319,Compliant,1.5,193.76999999999998,"Hotel, Swimming Pool",50017.0,Hotel,52.0,0.3888631616450444,0.6111450057339538,0.0,0.0,5509723.5
119,3.0,67743.0,0.0,67743.0,3.0,1923.0,-122.30823925000001,NonResidential,K-12 School,EAST,No,47.6258574,Compliant,1.0,71.4,K-12 School,67743.0,K-12 School,38.5,0.5258697332837458,0.474140973425745,0.0,0.0,2475083.5
120,3.0,194104.0,0.0,194104.0,6.0,1908.0,-122.304227,NonResidential,K-12 School,EAST,No,47.62619861,Compliant,1.0,236.605,K-12 School,194104.0,K-12 School,100.0,0.3041552517693736,0.695850900311638,0.0,0.0,6054861.75
121,3.0,99433.0,35752.0,63681.0,3.0,2003.0,-122.30126035,NonResidential,Small- and Mid-Sized Office,SOUTHEAST,No,47.584073845,Compliant,1.0,32.545,"Office, Parking",63681.0,Office,67.0,1.0000195998755033,0.0,0.0,0.0,4668397.0
125,2.0,130862.0,0.0,130862.0,1.0,1957.0,-122.3116456,SPS-District K-12,K-12 School,GREATER DUWAMISH,Yes,47.56357127,Error - Correct Default Data,1.0,224.985,K-12 School,133253.0,K-12 School,63.0,0.35868478988172403,0.6413225228899911,0.0,0.0,6153617.5
127,2.0,59955.0,0.0,59955.0,3.0,1989.0,-122.27618015000002,SPS-District K-12,K-12 School,SOUTHEAST,Yes,47.55462232,Error - Correct Default Data,1.0,17.79,K-12 School,59955.0,K-12 School,93.5,0.9067354332843315,0.09328314993204447,0.0,0.0,1577364.1875
130,7.0,93218.0,0.0,93218.0,2.0,1964.0,-122.35895260000001,SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,Yes,47.6367822,Error - Correct Default Data,1.0,91.065,K-12 School,93218.0,K-12 School,85.0,0.4887618118886421,0.5112480874551656,0.0,0.0,2979995.5
131,4.0,56521.0,0.0,56521.0,4.0,1941.0,-122.31534099999999,NonResidential,Other,NORTHEAST,No,47.6752724,Compliant,1.0,44.620000000000005,Other,49000.0,Other,,1.0000207016823515,0.0,0.0,0.0,6400446.0
132,4.0,206934.0,0.0,206934.0,2.0,1929.0,-122.31694044999999,NonResidential,Other,NORTHEAST,No,47.6756294,Compliant,1.0,136.41000000000003,"Other, Parking",119146.0,Other,,0.47265618971799417,0.5273538498130897,0.0,0.0,4357773.25
136,5.0,51390.0,0.0,51390.0,4.0,2001.0,-122.3460191,NonResidential,Hotel,NORTHWEST,No,47.731340919999994,Compliant,1.0,133.08,"Hotel, Parking",51390.0,Hotel,87.5,0.37948823719740293,0.620519654473233,0.0,0.0,3738118.5
137,5.0,131013.0,0.0,131013.0,2.0,1963.0,-122.35354155,SPS-District K-12,K-12 School,NORTHWEST,Yes,47.724640935,Error - Correct Default Data,1.0,126.22,K-12 School,131909.0,K-12 School,88.0,0.45266403410194445,0.547345348311239,0.0,0.0,3916902.75
138,5.0,245587.0,0.0,245587.0,1.0,1959.0,-122.3372174,SPS-District K-12,K-12 School,NORTHWEST,No,47.72582852,Compliant,1.0,410.40999999999997,K-12 School,245587.0,K-12 School,93.5,0.35009794471214944,0.6499092142320351,0.0,0.0,11104989.5
139,5.0,69138.0,0.0,69138.0,3.0,2002.0,-122.3416987,NonResidential,Hotel,NORTHWEST,No,47.725393319999995,Compliant,1.0,88.71000000000001,Hotel,70609.0,Hotel,76.5,0.5631958768560538,0.4368158949938756,0.0,0.0,3270514.0
144,7.0,190980.0,0.0,190980.0,5.0,1904.0,-122.33678836499999,NonResidential,Hotel,DOWNTOWN,No,47.60478533,Compliant,1.0,146.31,"Hotel, Parking",190980.0,Hotel,97.5,0.6792803568710488,0.32073422459837353,0.0,0.0,6720859.0
145,7.0,284100.0,0.0,284100.0,6.0,1998.0,-122.33683314999999,Nonresidential COS,Other,DOWNTOWN,No,47.608072765,Compliant,1.0,383.675,Other - Entertainment/Public Assembly,189750.0,Other - Entertainment/Public Assembly,,0.7085131573736421,0.03345939368645851,0.2580426515706626,0.0,14405401.5
148,6.0,55513.0,0.0,55513.0,2.0,1991.0,-122.3622546,SPS-District K-12,K-12 School,Ballard,Yes,47.670457795000004,Error - Correct Default Data,1.0,10.895,K-12 School,58500.5,K-12 School,92.0,1.000021509429406,0.0,0.0,0.0,1563267.875
163,2.0,61156.0,0.0,61156.0,4.0,2006.0,-122.32778254,Nonresidential COS,Other,DOWNTOWN,No,47.601350235,Compliant,1.0,198.845,"Office, Other",42755.0,Other,,0.715735582422679,0.28427962131677414,0.0,0.0,9898880.5
167,2.0,72820.0,6910.0,65910.0,4.0,1910.0,-122.32282915,NonResidential,Other,DOWNTOWN,No,47.59809294,Compliant,1.0,44.625,Museum,58000.0,Museum,,0.6778597103308083,0.32215506181255055,0.0,0.0,2043542.3125
168,7.0,162222.0,14200.0,148022.0,4.0,1996.0,-122.3469485,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,No,47.62585576,Compliant,1.0,218.215,"Hotel, Parking",113702.0,Hotel,75.5,0.5486217520068897,0.45138990401362644,0.0,0.0,7850020.5
169,2.0,289588.0,0.0,289588.0,4.0,1990.0,-122.29324815,SPS-District K-12,K-12 School,SOUTHEAST,Yes,47.575969285,Error - Correct Default Data,1.0,176.385,K-12 School,289588.0,K-12 School,91.0,0.7158909681311769,0.28412337639975155,0.0,0.0,8783835.5
170,3.0,63330.0,0.0,63330.0,3.0,1915.0,-122.32175525,NonResidential,University,EAST,No,47.61495621,Compliant,1.0,67.34,College/University,64820.0,College/University,,0.6491520008474145,0.35086124000401697,0.0,0.0,2907668.0
174,2.0,67356.0,0.0,67356.0,1.0,1950.0,-122.32163635,Nonresidential COS,Other,GREATER DUWAMISH,No,47.595000490000004,Compliant,1.0,207.705,"Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,0.5104164446602194,0.48959234368181365,0.0,0.0,7026353.75
175,3.0,254523.0,0.0,254523.0,3.0,2008.0,-122.3016963,SPS-District K-12,K-12 School,CENTRAL,Yes,47.60550023,Error - Correct Default Data,1.0,362.85,K-12 School,254523.0,K-12 School,61.0,0.5723601743751126,0.4276516003678724,0.0,0.0,13588407.0
176,2.0,78804.0,0.0,78804.0,3.0,2001.0,-122.25872935,SPS-District K-12,K-12 School,SOUTHEAST,Yes,47.514742229999996,Error - Correct Default Data,1.0,55.135000000000005,K-12 School,78804.0,K-12 School,92.0,0.6679752591124226,0.3320386893240487,0.0,0.0,2473395.5
177,3.0,66994.0,0.0,66994.0,3.0,2002.0,-122.29084595,SPS-District K-12,K-12 School,CENTRAL,Yes,47.61226694,Error - Correct Default Data,1.0,40.515,K-12 School,66994.0,K-12 School,81.0,0.7724202110255463,0.22759542113526357,0.0,0.0,2318937.25
178,2.0,98357.0,0.0,98357.0,3.0,2000.0,-122.28874225999999,SPS-District K-12,K-12 School,GREATER DUWAMISH,Yes,47.52924251,Error - Correct Default Data,1.0,88.595,K-12 School,98357.0,K-12 School,89.0,0.579778288909023,0.42023368646811393,0.0,0.0,3361063.25
179,2.0,54765.0,0.0,54765.0,1.0,1958.0,-122.28405660000001,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,No,47.538285125,Compliant,1.0,60.41,"Office, Other",25765.0,Office,,0.8455408552847026,0.15447670592735246,0.0,0.0,4285011.75
180,2.0,89821.0,0.0,89821.0,5.0,2009.0,-122.2840266,NonResidential,Other,GREATER DUWAMISH,No,47.537760125,Compliant,1.0,102.315,"Food Service, Office, Other - Lodging/Residential",46483.0,Other - Lodging/Residential,,0.03335411318124098,0.966646516892983,0.0,0.0,1983893.25
182,7.0,52611.0,0.0,52611.0,2.0,1980.0,-122.36138319999999,NonResidential,University,MAGNOLIA / QUEEN ANNE,No,47.65150333,Compliant,1.0,104.78999999999999,College/University,52611.0,College/University,,0.6177726477258003,0.3822407964493757,0.0,0.0,4258349.75
183,7.0,139600.0,37500.0,102100.0,4.0,2001.0,-122.3635567,NonResidential,Residence Hall,MAGNOLIA / QUEEN ANNE,No,47.650721329999996,Compliant,1.0,126.20499999999998,Residence Hall/Dormitory,135520.0,Residence Hall/Dormitory,88.5,0.5340955914798592,0.465915630361566,0.0,0.0,4433318.75
185,5.0,236758.0,0.0,236758.0,2.0,2011.0,-122.294578,SPS-District K-12,K-12 School,NORTH,No,47.707732805,Compliant,1.0,212.875,"K-12 School, Parking",237953.5,K-12 School,96.0,0.5886838123722513,0.4113285299466254,0.0,0.0,8203482.75
187,3.0,250981.0,0.0,250981.0,6.0,1971.0,-122.3154117,NonResidential,Other,CENTRAL,No,47.604368635,Compliant,2.0,410.475,"Courthouse, Other",137565.0,Other,,0.6526457779976633,0.038501707315309934,0.3088670288598478,0.0,13486817.5
189,6.0,62526.0,0.0,62526.0,3.0,2002.0,-122.35990035,SPS-District K-12,K-12 School,NORTHWEST,Yes,47.687296755,Error - Correct Default Data,1.0,51.575,K-12 School,62526.0,K-12 School,96.5,0.5671017093730468,0.4329098173446276,0.0,0.0,1914031.4375
190,2.0,64015.0,0.0,64015.0,3.0,2007.0,-122.31814170000001,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,No,47.5356623,Compliant,1.0,51.425,"Non-Refrigerated Warehouse, Office, Other - Services",30000.0,Office,20.0,0.8129502910364196,0.18706658613663493,0.0,0.0,3295871.875
195,5.0,54224.0,0.0,54224.0,3.0,1964.0,-122.32137739999999,NonResidential,Other,NORTH,No,47.70642376,Compliant,1.0,240.26999999999998,Other/Specialty Hospital,47012.0,Other/Specialty Hospital,,0.4510937880377952,0.5489155544311733,0.0,0.0,7439147.0
197,5.0,124342.0,0.0,124342.0,4.0,1965.0,-122.325600135,NonResidential,Retail Store,NORTH,No,47.70708746,Compliant,1.0,65.72,Retail Store,122000.0,Retail Store,75.5,0.9892708300546523,0.010749680048078863,0.0,0.0,8800541.0
200,5.0,55442.0,0.0,55442.0,3.0,1996.0,-122.33457875,NonResidential,Other,NORTHWEST,No,47.70954433,Compliant,1.0,82.095,"Financial Office, Medical Office, Parking",28636.0,Financial Office,73.0,0.5846962269811062,0.4153156706046349,0.0,0.0,3141393.625
205,6.0,242795.0,0.0,242795.0,2.0,1999.0,-122.37442909999999,SPS-District K-12,K-12 School,BALLARD,Yes,47.676698329999994,Error - Correct Default Data,1.0,121.4,K-12 School,242795.0,K-12 School,81.0,0.8568928733928393,0.14312440294594564,0.0,0.0,8942867.0
209,3.0,84870.0,0.0,84870.0,5.0,1910.0,-122.3170971,NonResidential,Self-Storage Facility,EAST,No,47.612310905,Compliant,1.0,45.730000000000004,Self-Storage Facility,85521.0,Self-Storage Facility,,0.363941675657149,0.6360654224186519,0.0,0.0,1259144.0625
212,2.0,173185.0,0.0,173185.0,2.0,1952.0,-122.28199965,SPS-District K-12,K-12 School,SOUTHEAST,Yes,47.54644933,Error - Correct Default Data,1.0,262.35,K-12 School,173185.0,K-12 School,75.5,0.2757139611548109,0.7242916965056941,0.0,0.0,6495617.75
214,1.0,145341.0,0.0,145341.0,1.0,1963.0,-122.36207095,SPS-District K-12,K-12 School,DELRIDGE,Yes,47.548340105,Error - Correct Default Data,1.0,191.555,K-12 School,139069.0,K-12 School,76.0,0.3600902800694134,0.6399173410743831,0.0,0.0,5248556.0
215,2.0,114297.0,0.0,114297.0,4.0,1904.0,-122.31736605,NonResidential,Warehouse,GREATER DUWAMISH,No,47.55046814000001,Compliant,1.0,61.19,Non-Refrigerated Warehouse,114297.0,Non-Refrigerated Warehouse,64.0,0.4601635905600462,0.5398455919449764,0.0,0.0,1919410.875
216,2.0,184125.0,0.0,184125.0,2.0,1960.0,-122.26593705,SPS-District K-12,K-12 School,SOUTHEAST,Yes,47.523952115,Error - Correct Default Data,1.0,311.545,K-12 School,184125.0,K-12 School,87.5,0.3490447765679377,0.6509623503473985,0.0,0.0,8418789.5
220,2.0,234144.0,0.0,234144.0,1.0,1937.0,-122.33325385,NonResidential,Warehouse,GREATER DUWAMISH,No,47.558808495,Compliant,1.0,308.89,Non-Refrigerated Warehouse,234144.0,Non-Refrigerated Warehouse,84.5,0.20248040036670054,0.7975240629512025,0.0,0.0,7057530.0
223,1.0,64984.0,0.0,64984.0,1.0,1966.0,-122.3665837,NonResidential,Retail Store,DELRIDGE,No,47.521928705,Compliant,1.0,34.265,Retail Store,65425.0,Retail Store,74.0,0.8889647613333863,0.11105302035155759,0.0,0.0,2832971.125
